Seed	Start_X	Start_Z	Portal_X	Portal_Z	Distance
-1459546911018576426	107	68	1744	1104	2070
5427019869185608897	13	-93	224	-1520	1536
8264006159452434960	-137	3	-2192	96	2213
-648054553160057847	131	79	2128	1296	2492
-7536310183222729107	125	-17	1952	-304	1994
6238230752067564005	94	-32	1520	-480	2102
-2914491065632248359	-93	7	-1456	96	1459
3540011625320220950	-108	118	-1696	1920	2562
3461198631841611183	-97	69	-1584	1120	1940
-5119284558205158011	-104	-133	-1696	-2144	2434
6801462180468066614	85	36	1344	528	1444
-4447685263772755154	69	-156	1072	-2528	2834
-63712501504162115	86	-61	1408	-976	1713
-2998370608689174955	115	-16	1856	-272	1876
7665027409017484820	79	138	1280	2240	2580
4848588792051773779	-101	73	-1552	1152	1933
4730932251787061235	-27	-123	-480	-1984	2053
-5441854881511899784	76	-92	1200	-1504	2007
3169309080997301171	-147	7	-2336	80	2600
-7875769005127615139	-144	-86	-2256	-1376	2743
-2175337776780941102	-111	62	-1792	944	2025
-400075098665700712	132	-56	2064	-880	2244
-6746772873535403934	92	28	1440	432	1521
397624985336920915	-117	-74	-1904	-1216	2247
-8477281030348456126	-118	-48	-1888	-816	1796
2866442006069590308	158	43	2576	704	3229
911316817839507534	73	63	1168	944	1358
6632577194460399395	-165	-2	-2592	-16	2821
6202201955073576816	70	-68	1152	-1088	1585
-2679177985076403788	-109	115	-1760	1888	2581
3108791961025506732	-149	67	-2352	1040	2502
-5426936707723957951	24	164	384	2640	2631
6992020739728235480	62	-146	976	-2288	2487
-4906770950759563774	49	106	768	1648	1997
-1809420307035245149	-107	-63	-1712	-1024	1995
-983854200340553986	56	-122	848	-1936	2089
5642348226407376824	-150	1	-2384	48	2369
-8299670320022863211	-71	134	-1120	2160	2433
-8629277517749842022	49	-123	816	-2000	2130
-781192217103205326	-89	-146	-1424	-2304	2618
-1194116007937405852	148	-24	2368	-368	2399
-5700811860050516659	-38	137	-624	2144	1732
-6834030116287452558	143	74	2240	1184	2832
5280371406362822775	-157	59	-2544	960	2719
-1782961659213646918	-99	-53	-1632	-832	1832
-2145501429216840710	-42	134	-640	2112	2207
-447081419742574284	138	66	2160	1040	2405
-3607200983272823261	119	37	1888	624	1988
7636598436411496960	-95	-57	-1488	-912	1745
-83978699784025351	133	-33	2176	-512	2247
-516887213964544951	-92	131	-1472	2144	2318
-693934974313983551	-135	55	-2160	928	2219
-5178675778244545216	-71	98	-1104	1536	1855
3221100476756243980	-136	76	-2144	1232	2577
-2725902831185917928	105	8	1664	80	1617
-1127406438444209737	125	104	2016	1616	2606
-1015097922735762471	-90	-109	-1488	-1776	2173
-7299871202730520719	4	-124	48	-2032	2243
-6919879984170926489	136	-12	2192	-208	2435
4715451128118198644	-47	-91	-768	-1424	1471
-5615243467115941104	10	100	160	1648	1656
6635391944264314215	79	135	1232	2208	2528
3907336469987737808	147	82	2320	1264	2548
-7111845918280169663	4	83	80	1344	1619
428868707800415398	11	104	112	1664	1715
7407759280365041066	72	116	1120	1872	2181
-5543748823022251134	-17	-147	-272	-2416	2643
-5321102116442817347	151	20	2464	320	2707
-7194036611475057429	13	145	160	2320	2465
-5797076302059903853	97	-130	1568	-2048	2615
-9059934232089423220	34	-85	576	-1392	1639
-858597835670478815	-145	37	-2368	624	2449
-5859845221865318476	-123	96	-1952	1520	2474
-3005688958019035014	76	-107	1248	-1712	2199
1800496269315694642	74	-55	1200	-912	2161
7005250063672933686	112	-90	1824	-1440	2237
-43164828138576568	87	103	1424	1696	2215
-8591278395863296492	-102	50	-1664	800	1715
5271082732160722458	0	-88	-32	-1392	1344
-532086862682596437	47	150	736	2352	2474
4010637786451480500	-139	55	-2272	848	2744
7551030043519069322	-4	138	-80	2160	2256
-7783726687676661096	24	87	432	1376	963
8180971041398467870	-15	122	-208	1920	1765
-1364126893836373083	-108	-133	-1760	-2128	2786
-6382262778633313276	-133	19	-2176	336	2441
7885422315855300932	105	26	1680	384	1723
-6719751275706933269	-127	29	-2064	432	1712
1583197587304004773	3	-161	80	-2576	2577
-4565341803962084292	97	-113	1520	-1840	2797
3067978089455613761	-3	-109	-48	-1712	1713
-3807048216701804704	4	-90	64	-1488	1431
-3106738474642561175	-21	107	-400	1712	1823
-5281695619685736491	-152	51	-2448	848	2865
3733384934404024336	-25	133	-416	2192	2231
8560117835039867847	-124	-45	-2032	-688	2145
4580624614305517127	16	118	272	1840	1860
8716336447115656325	83	53	1376	864	1625
-8955507015709132858	-90	67	-1472	1088	1827
-8077305088371580511	141	58	2240	976	2450
-8489947404227937352	-46	133	-768	2144	2277
6632577194530614343	117	-3	1824	-32	1824
4864632865811971962	-62	-101	-1008	-1632	1918
-6684285428623596635	133	52	2096	864	2267
-419778346950825692	99	83	1568	1360	2076
7933836011868056007	64	128	1008	2080	2369
3113014085745563210	-77	110	-1296	1792	2192
-460873693549486428	-121	-86	-1888	-1392	2346
9092105541033704828	-91	-102	-1424	-1616	2196
8645686227972271741	133	-24	2160	-368	2175
-5216111950096860289	140	15	2224	256	2239
-8026639592552716736	-55	-133	-832	-2128	2285
6013613720751695800	129	-25	2096	-416	2166
9008507472953623376	-124	-111	-2032	-1792	2709
-574026634183934316	-64	92	-1056	1488	1834
6060338566887176093	-26	-117	-432	-1904	1887
3728599859816211610	-137	-67	-2208	-1008	2419
-1251536903124542557	138	47	2192	784	2031
-8790562679340563236	-63	-85	-1072	-1360	1757
7533578594995135496	-110	106	-1712	1696	2410
5923823203190003886	14	-103	208	-1632	1645
-6843318790451516692	-116	-46	-1888	-768	1979
-8696550037112125718	-65	-138	-1072	-2176	2426
-3418894223785078178	-128	-34	-2016	-576	1892
-4699605367815641604	64	-135	1072	-2176	2376
-2010111965343612060	69	51	1088	800	1367
6462003358670788825	21	-139	400	-2224	1944
-3074087377308972841	-149	-4	-2416	-96	2360
-7056395347810939552	-59	-97	-976	-1536	1820
-49638752552428133	-96	113	-1584	1776	2380
4307875361905287025	-80	-93	-1264	-1552	2041
-7344907198937625932	-6	154	-64	2448	2448
7677130833135220220	-31	126	-512	1968	1972
-3954259629478777976	130	11	2032	128	2103
4614120136571226445	-140	-12	-2272	-176	2280
-2054866486633919346	-85	-102	-1360	-1696	2174
-7295649078008993470	-32	-155	-496	-2512	2560
4677170531356118609	14	130	272	2112	2137
-1886262975579438599	-17	128	-336	2048	1936
1699165277761043873	-3	-117	-96	-1888	1926
-4320740049148837879	-31	-152	-528	-2496	2551
9200191932124240109	-7	116	-96	1808	1761
7298265514490349255	82	68	1344	1088	1770
-991735499591717951	-83	75	-1424	1200	1540
-6939864707440555312	-110	-64	-1728	-1008	2006
-2994429958886096822	87	-63	1392	-1072	1779
3681312063761017057	116	-62	1840	-944	2068
4478449197806733122	8	91	96	1408	1431
-5828320024406922789	55	140	880	2192	2386
2453518215350947729	-71	-87	-1120	-1360	1836
-6171719495992444852	81	-124	1232	-2000	2371
-2897321091917135178	-157	-5	-2480	-64	1954
-2274135493479655077	-127	-16	-2032	-208	2043
-5690678760793480917	-160	69	-2624	1136	2838
1997528753081950447	-60	-160	-928	-2544	3217
8454001768871195882	84	81	1328	1248	1766
3180005130244278105	-87	78	-1408	1296	1420
7752566126909187646	17	90	256	1440	1463
6478610382316957552	150	70	2384	1152	3481
-7349973748500706409	-125	36	-1968	592	2055
-5666471912794228677	38	83	608	1264	1403
3356489940643158294	103	-3	1632	-16	1576
-9003357761698378749	114	-59	1840	-992	2055
6219653403744385934	-120	-45	-1952	-688	2070
-2609372190738628659	10	92	128	1440	1440
7542585794284952710	-49	91	-832	1472	1691
5741708893292377820	-159	45	-2560	768	2653
-6803630818700197568	-39	129	-640	2016	2115
758475905610809042	107	-91	1760	-1456	2284
-6400840127024112711	-98	-94	-1552	-1536	2127
256043072183599530	105	106	1728	1712	1728
-7078068920988540480	14	-95	240	-1552	1570
-4826550582279584861	-47	-125	-784	-1968	2199
6727715736717104677	-86	21	-1424	336	1463
3803190728694425143	-3	140	-48	2288	2291
7815616521704846367	137	-25	2240	-416	2465
-6201555843508265592	25	93	384	1424	1538
9082535391881692728	31	145	496	2336	2388
-2342815387780400399	105	-107	1712	-1696	2446
-6287687186378483382	-73	53	-1152	800	1403
-1409725839982132281	-90	42	-1472	640	1605
6986391240320386497	-30	-129	-432	-2080	1954
689514536327490956	80	92	1296	1488	1973
6056116442296678786	135	-25	2112	-384	2106
1259219889194149511	89	-132	1440	-2160	2596
2248885907309427251	67	-56	1088	-864	1641
-90452624132720031	116	-2	1840	-80	1842
1639492582732081922	-4	-157	-32	-2528	2528
7414514679905084962	99	104	1568	1616	2176
5747056917871638203	87	43	1376	720	1553
-4068819944956748809	-60	-148	-976	-2352	2546
-5964272438125417754	42	95	688	1552	2065
4817345069800762117	-14	-106	-192	-1664	1652
6901385797366663299	-69	-71	-1120	-1120	1573
5319777903231180107	-127	81	-1984	1312	2379
-7805118785808661933	-63	-93	-1040	-1440	1646
2518257460031810771	-31	-131	-480	-2080	2093
5239557534871498999	-122	43	-1968	672	2223
-2382503359476222629	72	56	1152	928	2284
-6177067520512485479	-58	-76	-880	-1216	997
-6679218878963582672	-129	-107	-2112	-1696	2709
6713641987907928546	-96	134	-1584	2160	2708
-5915858742121920421	78	-83	1232	-1312	2047
3147916982938037770	-68	69	-1072	1152	1574
-5750914405768140221	31	114	448	1840	1328
8459349793470577031	18	157	320	2464	2748
-2023341289187303813	-131	-50	-2064	-832	2238
708373359790470183	13	114	160	1792	1764
-5101551634493881077	-3	-113	0	-1792	1714
8660885876797594958	89	-37	1424	-544	1524
1936448683180299023	-73	-75	-1120	-1200	1213
-9066126681461615874	110	29	1744	448	1795
8894228632491992898	-18	-131	-320	-2128	2152
-3562727936814075987	-147	27	-2400	400	2449
7766076925836602894	102	53	1600	784	1585
-217679313582454803	130	74	2064	1152	2370
2699245870070387302	-74	51	-1136	816	1399
1758837972880518911	-33	-125	-496	-2016	2080
-530679487683131758	68	92	1056	1440	1776
8645123278107868525	21	-117	320	-1904	1931
-3394968850689946323	-63	-92	-1008	-1440	1758
291790394266790572	34	83	592	1344	1469
6023183870050720299	-41	-136	-672	-2176	2277
-878019608940353436	-46	73	-704	1184	1493
2211168260459627535	19	119	272	1936	1955
2951165974233142136	96	98	1504	1552	2079
-1447724961800556076	-129	-43	-2096	-704	2360
4168545248508653739	14	137	272	2208	2089
-6607442759881233533	99	-15	1616	-224	1631
-6994470852857214492	-140	63	-2272	1024	2492
-2666230135977444333	92	-39	1488	-640	1620
-5401041009697505471	-85	66	-1344	1024	1360
1335499607920035426	39	153	624	2496	2573
-815250689124395856	142	-15	2272	-304	2594
-8872753372442688687	90	141	1504	2256	2563
1973040430173734381	62	-136	1008	-2176	2419
-2847218545996134032	-20	117	-320	1904	1885
7011442513298239364	140	14	2192	208	2202
-1121495463778664349	82	-89	1296	-1376	1890
4956956658288768037	-2	85	-64	1328	1150
-5285354794257478270	46	-128	688	-2032	2176
7717381754891931793	71	-117	1184	-1888	2229
-2777131276787320786	-25	147	-432	2320	2344
3081770363445090098	101	-19	1648	-304	1676
354277839119972392	83	78	1360	1264	2761
-3700650675373129160	79	-128	1312	-2032	2353
-2480175176354123702	-23	139	-432	2208	2250
981122612260365674	100	-114	1584	-1792	3040
1189132620049851659	-14	-136	-208	-2128	1509
-8796473653736713145	170	8	2672	112	2674
-4878060502943289878	-48	87	-752	1360	1554
208192326218470317	-145	19	-2272	288	2272
-1651794319884312274	-17	-124	-224	-1968	1981
-2747857879195193956	-109	-92	-1776	-1520	2257
